Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
1420,"Hamlet","William Shakespeare","Shakespeare, William","Richard Andrews, Rex Gibson",="0521618746",="9780521618748",4,"3.99","Cambridge University Press","Paperback","289",2005,1602,2000/03/01,2013/03/21,"time-greatest-novels","time-greatest-novels (#6)","read","","","","","","",0,,,,,
7604,"Lolita","Vladimir Nabokov","Nabokov, Vladimir","Craig Raine",="",="",0,"3.86","Penguin Classics","Paperback","378",2000,1955,,2013/03/21,"to-read, time-greatest-novels","to-read (#95), time-greatest-novels (#4)","to-read",,"",,,,,0,,,,,
656,"War and Peace","Leo Tolstoy","Tolstoy, Leo","Henry Gifford, Aylmer Maude, Louise Maude",="0192833987",="9780192833983",0,"4.09","Oxford University Press","Paperback","1392",1998,1869,,2013/03/21,"time-greatest-novels, to-read","time-greatest-novels (#3), to-read (#94)","to-read",,"",,,,,0,,,,,
2175,"Madame Bovary","Gustave Flaubert","Flaubert, Gustave","Margaret Mauldon, Malcolm Bowie, Mark Overstall",="0192840398",="9780192840394",0,"3.62","Oxford University Press","Paperback","329",2004,1857,,2013/03/21,"time-greatest-novels, to-read","time-greatest-novels (#2), to-read (#93)","to-read",,"",,,,,0,,,,,
16136512,"Anna Karenina","Leo Tolstoy","Tolstoy, Leo","",="",="",4,"3.99","RNIB","Audiobook","",2009,1873,2013/06/01,2013/03/21,"time-greatest-novels","time-greatest-novels (#1)","read",,"",,,,,0,,,,,
17743,"Beautiful Evidence","Edward R. Tufte","Tufte, Edward R.","",="0961392177",="9780961392178",0,"4.14","Graphics Pr","Hardcover","213",2006,2006,,2013/02/21,"to-read","to-read (#90)","to-read",,"",,,,,0,,,,,
12042357,"Think Stats","Allen B. Downey","Downey, Allen B.","",="1449307116",="9781449307110",0,"3.57","O'Reilly Media","Paperback","138",2011,2011,,2013/02/21,"to-read","to-read (#89)","to-read",,"",,,,,0,,,,,
13588394,"The Signal and the Noise: Why So Many Predictions Fail - But Some Don't","Nate Silver","Silver, Nate","",="159420411X",="9781594204111",0,"3.93","Penguin","Hardcover","544",2012,2012,,2013/02/21,"currently-reading, friend-suggestion","currently-reading (#1), friend-suggestion (#12)","currently-reading",,"",,,,,0,,,,,
8360735,"Data Analysis with Open Source Tools","Philipp K. Janert","Janert, Philipp K.","",="0596802358",="9780596802356",0,"3.95","O'Reilly Media","Paperback","540",2010,2010,,2013/02/21,"to-read","to-read (#88)","to-read",,"",,,,,0,,,,,
27523,"Left Behind (Left Behind, #1)","Tim LaHaye","LaHaye, Tim","Jerry B. Jenkins",="0842342702",="9780842342704",0,"3.78","Living Books","Paperback","352",2000,1995,,2013/01/02,"to-read","to-read (#87)","to-read",,"",,,,,0,,,,,
865,"The Alchemist","Paulo Coelho","Coelho, Paulo","Alan R. Clarke",="0061122416",="9780061122415",4,"3.77","HarperCollins","Paperback","197",1993,1988,2013/01/01,2012/12/28,"","","read","I love the adventure and building of the characters. It's very entertaining. ","",,,,,0,,,,,
935736,"The Four Disciplines of Execution","Stephen R. Covey","Covey, Stephen R.","Jennifer Colosimo",="1929494777",="9781929494774",0,"3.90","Covey","Audio CD","4",2004,2004,,2012/11/25,"to-read","to-read (#92)","to-read",,"",,,,,0,,,,,
7933292,"Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back","Todd Burpo","Burpo, Todd","Sonja Burpo, Colton Burpo",="0849946158",="9780849946158",4,"4.01","Thomas Nelson Publishers","Paperback","163",2010,2010,2012/11/01,2012/11/25,"","","read","Incredible story. Its super emotional. I don't quite know how I feel about the 'I went to heaven and came back' books in terms of faith validity, but this one is definitely a page turner. You can believe it or not. It will still at least make you think and wonder, like C.S. Lewis' 'Great Divorce'.  ","","","","","",0,,,,,
11054622,"Visualize This: The FlowingData Guide to Design, Visualization, and Statistics","Nathan Yau","Yau, Nathan","",="0470944889",="9780470944882",0,"3.78","John Wiley & Sons","Paperback","358",2011,2011,,2012/10/08,"to-read","to-read (#86)","to-read",,"",,,,,0,,,,,
4934,"The Brothers Karamazov","Fyodor Dostoyevsky","Dostoyevsky, Fyodor","Richard Pevear, Larissa Volokhonsky",="0374528373",="9780374528379",0,"4.28","Farrar, Straus and Giroux","Paperback","796",2002,1880,,2012/09/22,"to-read, friends-have-read","to-read (#85), friends-have-read (#33)","to-read",,"",,,,,0,,,,,
13134280,"Spiritual Solutions: Answers to Life's Greatest Challenges","Deepak Chopra","Chopra, Deepak","",="0307877728",="9780307877727",0,"3.75","Random House Audio","Audiobook","204",2012,2011,,2012/09/06,"to-read","to-read (#84)","to-read",,"",,,,,0,,,,,
35289,"The 33 Strategies of War","Robert Greene","Greene, Robert","Joost Elffers",="0670034576",="9780670034574",0,"4.29","Viking","Hardcover","496",2006,2006,,2012/09/06,"to-read","to-read (#83)","to-read",,"",,,,,0,,,,,
20995,"The Art of Seduction","Robert Greene","Greene, Robert","",="1861977697",="9781861977694",0,"4.03","Penguin","Paperback","466",2001,2001,,2012/09/06,"to-read","to-read (#82)","to-read",,"",,,,,0,,,,,
1303,"The 48 Laws of Power","Robert Greene","Greene, Robert","Joost Elffers",="0140280197",="9780140280197",0,"4.15","Penguin (Business)","Paperback","496",2000,1998,,2012/09/06,"to-read","to-read (#81)","to-read","","","","","","",0,,,,,
6043946,"The 50th Law","50 Cent","Cent, 50","Robert Greene",="006177460X",="9780061774607",0,"4.11","HarperStudio","Hardcover","304",2009,2008,,2012/09/06,"to-read","to-read (#80)","to-read",,"",,,,,0,,,,,
8425806,"Decoded","Jay-Z","Jay-Z, Jay-Z","",="1400068924",="9781400068920",0,"3.77","Spiegel & Grau","Hardcover","317",2010,2009,,2012/09/06,"to-read","to-read (#79)","to-read",,"",,,,,0,,,,,
175113,"The Return of the Prodigal Son: A Story of Homecoming","Henri J.M. Nouwen","Nouwen, Henri J.M.","",="023252078X",="9780232520781",0,"4.40","Darton, Longman and Todd","Paperback","160",1994,1991,,2012/08/27,"to-read, christian","to-read (#78), christian (#30)","to-read",,"",,,,,0,,,,,
7841446,"In the Plex: How Google Thinks, Works, and Shapes Our Lives","Steven Levy","Levy, Steven","",="1416596585",="9781416596585",4,"3.92","Simon & Schuster","Hardcover","387",2011,2011,2012/11/25,2012/07/30,"best-business","best-business (#23)","read",,"",,,,,0,,,,,
567610,"How to Read a Book: The Classic Guide to Intelligent Reading","Mortimer J. Adler","Adler, Mortimer J.","Charles Van Doren",="0671212095",="9780671212094",0,"3.98","Simon & Schuster, Inc","Paperback","426",1972,1940,,2012/07/05,"to-read","to-read (#77)","to-read",,"",,,,,0,,,,,
247526,"Reaching Out","Henri J.M. Nouwen","Nouwen, Henri J.M.","",="0385236824",="9780385236829",4,"4.27","Image","Paperback","160",1986,1975,2013/03/01,2012/07/02,"","","read",,"",,,,,0,,,,,
11389341,"The Meaning of Marriage: Facing the Complexities of Commitment with the Wisdom of God","Timothy Keller","Keller, Timothy","Kathy  Keller",="0525952470",="9780525952473",3,"4.40","Dutton Adult ","Hardcover","288",2011,2011,2012/11/01,2012/07/02,"christian","christian (#31)","read",,"",,,,,0,,,,,
68986,"The Power Of Focus","Jack Canfield","Canfield, Jack","Mark Victor Hansen",="0091876508",="9780091876500",0,"4.15","Vermilion","Paperback","336",2001,2000,,2012/06/01,"to-read, productivity","to-read (#1), productivity (#1)","to-read",,"",,,,,0,,,,,
48901,"The New Birth Order Book: Why You Are the Way You Are","Kevin Leman","Leman, Kevin","Keith Leman",="0800756797",="9780800756796",0,"3.73","Fleming H. Revell","Paperback","368",1998,1984,,2012/04/28,"to-read","to-read (#75)","to-read",,"",,,,,0,,,,,
3688072,"Emotional Bullshit: The Hidden Plague that Is Threatening to Destroy Your Relationships-and How to S top It","Carl Alasko","Alasko, Carl","",="1585426660",="9781585426669",0,"3.68","Tarcher","Paperback","272",2008,2008,,2012/04/08,"to-read, psycology","to-read (#74), psycology (#11)","to-read",,"",,,,,0,,,,,
2527900,"Nudge: Improving Decisions About Health, Wealth, and Happiness","Richard H. Thaler","Thaler, Richard H.","Cass R. Sunstein",="0300122233",="9780300122237",0,"3.75","Yale University Press","Hardcover","304",2008,2008,,2012/04/08,"to-read, friend-suggestion","to-read (#73), friend-suggestion (#11)","to-read",,"",,,,,0,,,,,
11413,"Captivating: Unveiling the Mystery of a Woman's Soul","John Eldredge","Eldredge, John","Stasi Eldredge",="0785264698",="9780785264699",0,"3.91","Nelson Books","Hardcover","243",2005,2004,,2012/03/07,"to-read","to-read (#72)","to-read",,"",,,,,0,,,,,
126066,"The Sacred Romance: Drawing Closer to the Heart of God","John Eldredge","Eldredge, John","Brent Curtis",="0785267239",="9780785267232",0,"3.99","Thomas Nelson","Hardcover","228",2001,1997,,2012/03/07,"to-read, christian","to-read (#71), christian (#29)","to-read",,"",,,,,0,,,,,
3953731,"High Altitude Leadership: What the World's Most Forbidding Peaks Teach Us about Success","Chris Warner","Warner, Chris","Don Schmincke",="0470345039",="9780470345030",0,"3.95","Jossey-Bass","Hardcover","210",2008,2008,,2012/03/07,"to-read, friend-suggestion","to-read (#4), friend-suggestion (#10)","to-read",,"",,,,,0,,,,,
2208661,"Yes!: 50 Scientifically Proven Ways to Be Persuasive","Noah J. Goldstein","Goldstein, Noah J.","Steve J. Martin, Robert B. Cialdini",="1416570969",="9781416570967",0,"3.96","Free Press","Hardcover","272",2008,2007,,2012/03/04,"psycology, to-read","psycology (#8), to-read (#76)","to-read","","","","","","",0,,,,,
82992,"The Silence of Adam: Becoming Men of Courage in a World of Chaos","Larry Crabb","Crabb, Larry","Don Hudson, Al Andrews",="0310219396",="9780310219392",0,"4.04","Zondervan","Paperback","192",1998,1995,,2012/03/04,"to-read, christian","to-read (#70), christian (#28)","to-read",,"",,,,,0,,,,,
100933,"That Hideous Strength (Space Trilogy, #3)","C.S. Lewis","Lewis, C.S.","",="0007157177",="9780007157174",2,"3.86","HarperCollins Publishers","Paperback","534",2005,1945,2013/09/01,2012/03/03,"adventure-fiction, christian","adventure-fiction (#21), christian (#33)","read","","","","","","",0,,,,,
25350,"Out of the Silent Planet (Space Trilogy, #1)","C.S. Lewis","Lewis, C.S.","",="0007157150",="9780007157150",4,"3.91","HarperCollins Publishers","Paperback","224",2005,1938,2012/03/01,2012/02/22,"adventure-fiction, christian","adventure-fiction (#20), christian (#27)","read",,"",,,,,0,,,,,
100924,"Perelandra (Space Trilogy, #2)","C.S. Lewis","Lewis, C.S.","",="0007157169",="9780007157167",5,"3.95","Voyager","Paperback","314",2005,1944,2012/02/01,2012/02/22,"christian, adventure-fiction","christian (#26), adventure-fiction (#19)","read",,"",,,,,0,,,,,
12914418,"The Rare Find: Spotting Exceptional Talent Before Everyone Else","George Anders","Anders, George","",="1101535806",="9781101535806",0,"3.69","Portfolio","ebook","288",2011,2011,,2012/02/21,"to-read, 14-leadership-from-andrew","to-read (#68), 14-leadership-from-andrew (#10)","to-read",,"",,,,,0,,,,,
6337450,"Strategic Leadership: The General's Art","Mark Grandstaff","Grandstaff, Mark","James MacGregor Burns",="1567262368",="9781567262360",0,"4.25","Management Concepts","Hardcover","335",2009,2008,,2012/02/21,"to-read, 14-leadership-from-andrew","to-read (#67), 14-leadership-from-andrew (#11)","to-read",,"",,,,,0,,,,,
3828382,"Tribes: We Need You to Lead Us","Seth Godin","Godin, Seth","",="1591842336",="9781591842330",0,"3.81","Portfolio","Hardcover","151",2008,2008,,2012/02/21,"to-read, 14-leadership-from-andrew","to-read (#66), 14-leadership-from-andrew (#12)","to-read",,"",,,,,0,,,,,
225108,"Heavy Hitter Selling: How Successful Salespeople Use Language and Intuition to Persuade Customers to Buy","Steve W. Martin","Martin, Steve W.","",="0972182217",="9780972182218",0,"2.78","Sand Hill Publishing","Hardcover","400",2004,2002,,2012/02/21,"to-read, 14-leadership-from-andrew","to-read (#65), 14-leadership-from-andrew (#13)","to-read",,"",,,,,0,,,,,
6570502,"Switch: How to Change Things When Change Is Hard","Chip Heath","Heath, Chip","Dan Heath",="0385528752",="9780385528757",0,"4.00","Crown Business","Hardcover","320",2010,2010,,2012/02/21,"to-read, 14-leadership-from-andrew","to-read (#64), 14-leadership-from-andrew (#14)","to-read",,"",,,,,0,,,,,
10256957,"The Truth About Managing Effectively (Collection)","Cathy Fyock","Fyock, Cathy","Martha I. Finney, Stephen P. Robbins",="0132595230",="9780132595230",0,"2.00","FT Press","ebook","674",2010,2010,,2012/02/21,"to-read, 14-leadership-from-andrew","to-read (#63), 14-leadership-from-andrew (#9)","to-read",,"",,,,,0,,,,,
10127019,"The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses","Eric Ries","Ries, Eric","",="0307887898",="9780307887894",4,"4.01","Crown Business","Hardcover","299",2011,2011,2012/07/01,2012/02/21,"14-leadership-from-andrew","14-leadership-from-andrew (#8)","read","","","","","","",0,,,,,
11910904,"Taking People With You: The Only Way to Make BIG Things Happen","David C. Novak","Novak, David C.","",="1591844541",="9781591844549",0,"3.76","Portfolio",,"256",2012,2012,,2012/02/21,"to-read, 14-leadership-from-andrew","to-read (#62), 14-leadership-from-andrew (#7)","to-read",,"",,,,,0,,,,,
3087737,"No B.S. Ruthless Management of People and Profits: No Holds Barred, Kick Butt, Take-No-Prisoners Guide to Really Getting Rich","Dan S. Kennedy","Kennedy, Dan S.","",="1599181657",="9781599181653",0,"4.32","Entrepreneur Press","Paperback","350",2008,2008,,2012/02/21,"to-read, 14-leadership-from-andrew","to-read (#61), 14-leadership-from-andrew (#6)","to-read",,"",,,,,0,,,,,
2602650,"Quiet Leadership: Six Steps to Transforming Performance at Work","David Rock","Rock, David","",="0060835915",="9780060835910",0,"3.94","HarperBusiness","Paperback","288",2007,2006,,2012/02/21,"to-read, 14-leadership-from-andrew","to-read (#60), 14-leadership-from-andrew (#4)","to-read",,"",,,,,0,,,,,
11878168,"Anything You Want","Derek Sivers","Sivers, Derek","",="",="",0,"4.02","","Kindle Edition","90",,2011,,2012/02/21,"to-read, 14-leadership-from-andrew","to-read (#59), 14-leadership-from-andrew (#1)","to-read",,"",,,,,0,,,,,
311071,"Personality Types: Using the Enneagram for Self-Discovery","Don Richard Riso","Riso, Don Richard","Russ Hudson",="0395798671",="9780395798676",0,"4.09","Mariner Books","Paperback","544",1996,1987,,2012/01/22,"to-read, psycology","to-read (#58), psycology (#12)","to-read",,"",,,,,0,,,,,
311058,"Understanding the Enneagram: The Practical Guide to Personality Types","Don Richard Riso","Riso, Don Richard","Russ Hudson",="0618004157",="9780618004157",0,"4.03","Mariner Books","Paperback","416",2000,1990,,2012/01/22,"to-read, psycology","to-read (#57), psycology (#13)","to-read",,"",,,,,0,,,,,
6635,"The Enneagram Made Easy: Discover the 9 Types of People","Renee Baron","Baron, Renee","Elizabeth Wagele",="0062510266",="9780062510266",0,"3.75","HarperSanFrancisco","Paperback","161",1994,1994,,2012/01/22,"to-read, psycology","to-read (#2), psycology (#16)","to-read",,"",,,,,0,,,,,
320,"One Hundred Years of Solitude","Gabriel Garcí­a Márquez","Márquez, Gabriel Garcí­a","Gregory Rabassa",="0060531045",="9780060531041",0,"4.00","Harper","Hardcover","457",2003,1967,,2012/01/15,"to-read, friends-have-read","to-read (#55), friends-have-read (#30)","to-read",,"",,,,,0,,,,,
469571,"All the Pretty Horses (The Border Trilogy, #1)","Cormac McCarthy","McCarthy, Cormac","",="0679744398",="9780679744399",0,"3.94","Vintage","Paperback","302",1993,1992,,2012/01/15,"to-read, friends-have-read","to-read (#54), friends-have-read (#29)","to-read",,"",,,,,0,,,,,
3690,"The Power and the Glory","Graham Greene","Greene, Graham","John Updike",="0142437301",="9780142437308",0,"3.98","Penguin Classics","Paperback","222",2003,1940,,2012/01/15,"to-read, friends-have-read","to-read (#53), friends-have-read (#28)","to-read",,"",,,,,0,,,,,
248596,"Something Wicked This Way Comes (Green Town, #2)","Ray Bradbury","Bradbury, Ray","",="0380729407",="9780380729401",0,"3.95","Avon","Paperback","293",2006,1962,,2012/01/15,"to-read, friends-have-read","to-read (#56), friends-have-read (#31)","to-read",,"",,,,,0,,,,,
77013,"As I Lay Dying","William Faulkner","Faulkner, William","",="",="9780679732259",0,"3.72","Vintage","Paperback","267",1991,1930,,2012/01/15,"to-read, friends-have-read","to-read (#52), friends-have-read (#27)","to-read",,"",,,,,0,,,,,
12527,"Pilgrim at Tinker Creek","Annie Dillard","Dillard, Annie","",="0072434171",="9780072434170",2,"4.11","Harper Perennial","Paperback","288",2000,1974,2012/11/01,2012/01/15,"friends-have-read","friends-have-read (#26)","read",,"",,,,,0,,,,,
7229,"The Inner Voice of Love","Henri J.M. Nouwen","Nouwen, Henri J.M.","",="0385483481",="9780385483483",0,"4.42","Image","Paperback","144",1999,1996,,2012/01/15,"to-read, friends-have-read","to-read (#51), friends-have-read (#25)","to-read",,"",,,,,0,,,,,
529626,"Sometimes a Great Notion","Ken Kesey","Kesey, Ken","",="0140045295",="9780140045291",0,"4.23","Penguin Books","Paperback","640",1977,1964,,2012/01/15,"to-read, friends-have-read","to-read (#50), friends-have-read (#25)","to-read",,"",,,,,0,,,,,
9717,"The Unbearable Lightness of Being","Milan Kundera","Kundera, Milan","Michael Henry Heim",="0571224385",="9780571224388",0,"4.06","","Paperback","314",1999,1981,,2012/01/15,"to-read, friends-have-read","to-read (#6), friends-have-read (#23)","to-read",,"",,,,,0,,,,,
2520,"In the Name of Jesus: Reflections on Christian Leadership","Henri J.M. Nouwen","Nouwen, Henri J.M.","",="0824512596",="9780824512590",0,"4.33","The Crossroad Publishing Company","Paperback","120",1992,1989,,2012/01/15,"to-read, christian","to-read (#49), christian (#12)","to-read",,"",,,,,0,,,,,
20749,"Study Bible: NIV","Anonymous","Anonymous, Anonymous","",="0310929555",="9780310929550",5,"4.70","Zondervan Publishing House",,"2198",2002,,2009/12/01,2012/01/15,"christian","christian (#25)","read",,"",,,,,0,,,,,
65641,"The Silver Chair (Chronicles of Narnia, #4)","C.S. Lewis","Lewis, C.S.","Pauline Baynes",="0064405044",="9780064405041",3,"3.93","HarperCollins","Paperback","243",2008,1953,2009/12/01,2012/01/15,"adventure-fiction","adventure-fiction (#18)","read",,"",,,,,0,,,,,
84369,"The Last Battle (Chronicles of Narnia, #7)","C.S. Lewis","Lewis, C.S.","",="0007202326",="9780007202324",3,"4.01","HarperCollins Publishers","Paperback","224",2005,1955,2010/01/01,2012/01/15,"adventure-fiction","adventure-fiction (#17)","read",,"",,,,,0,,,,,
140225,"The Voyage of the Dawn Treader (Chronicles of Narnia, #3)","C.S. Lewis","Lewis, C.S.","Pauline Baynes",="006112527X",="9780061125270",5,"4.07","HarperCollins","Hardcover","256",2006,1952,2009/10/01,2012/01/15,"adventure-fiction","adventure-fiction (#16)","read",,"",,,,,0,,,,,
121749,"Prince Caspian (Chronicles of Narnia, #2)","C.S. Lewis","Lewis, C.S.","",="000720230X",="9780007202300",3,"3.94","HarperCollins Publishers","Hardcover","240",2005,1951,2009/08/01,2012/01/15,"adventure-fiction","adventure-fiction (#15)","read",,"",,,,,0,,,,,
65605,"The Magician's Nephew (Chronicles of Narnia, #6)","C.S. Lewis","Lewis, C.S.","",="0060764902",="9780060764906",3,"3.98","HarperCollins Publishers","Paperback","221",2005,1955,2010/02/01,2012/01/15,"adventure-fiction","adventure-fiction (#14)","read",,"",,,,,0,,,,,
100915,"The Lion, the Witch, and the Wardrobe (Chronicles of Narnia, #1)","C.S. Lewis","Lewis, C.S.","",="0060764899",="9780060764890",5,"4.16","HarperCollins Publishers","Paperback","206",2005,1950,2005/06/01,2012/01/15,"adventure-fiction, christian","adventure-fiction (#13), christian (#24)","read",,"",,,,,0,,,,,
107195,"I Kissed Dating Goodbye: A New Attitude Toward Relationships and Romance","Joshua Harris","Harris, Joshua","",="1590521358",="9781590521359",0,"3.60","Multnomah Books","Paperback","221",2003,1996,,2012/01/15,"to-read, friends-have-read","to-read (#3), friends-have-read (#22)","to-read",,"",,,,,0,,,,,
84119,"The Horse and His Boy (Chronicles of Narnia, #5)","C.S. Lewis","Lewis, C.S.","",="0439861365",="9780439861366",5,"3.88","Scholastic Inc","Paperback","224",1995,1954,2009/06/01,2012/01/15,"adventure-fiction","adventure-fiction (#12)","read",,"",,,,,0,,,,,
69094,"Simply Christian: Why Christianity Makes Sense","N.T. Wright","Wright, N.T.","",="0060507152",="9780060507152",0,"4.06","HarperOne","Hardcover","237",2006,2006,,2012/01/15,"to-read, christian","to-read (#48), christian (#11)","to-read",,"",,,,,0,,,,,
313631,"More Than a Carpenter","Josh McDowell","McDowell, Josh","",="0842345523",="9780842345521",2,"4.16","Tyndale House Publishers","Paperback","128",1980,1977,2004/03/01,2012/01/15,"christian","christian (#23)","read",,"",,,,,0,,,,,
909251,"A Grief Observed","C.S. Lewis","Lewis, C.S.","",="0802724701",="9780802724700",4,"4.25","Christian Large Print","Paperback","71",1985,1961,2009/11/01,2012/01/15,"christian","christian (#22)","read",,"",,,,,0,,,,,
218260,"My Utmost for His Highest: Selections for the Year","Oswald Chambers","Chambers, Oswald","",="0929239229",="9780929239224",0,"4.37","Discovery House Publishers","Hardcover","376",1989,1935,,2012/01/15,"to-read, friend-suggestion, christian","to-read (#45), friend-suggestion (#3), christian (#8)","to-read",,"",,,,,0,,,,,
121732,"Surprised by Joy: The Shape of My Early Life","C.S. Lewis","Lewis, C.S.","",="0006280838",="9780006280835",0,"4.13","","Paperback","185",,1955,,2012/01/15,"to-read, christian","to-read (#47), christian (#10)","to-read",,"",,,,,0,,,,,
64081,"The Irresistible Revolution: Living as an Ordinary Radical","Shane Claiborne","Claiborne, Shane","",="0310266300",="9780310266303",3,"4.08","Zondervan Publishing Company","Paperback","367",2006,2006,2007/03/01,2012/01/15,"christian","christian (#21)","read",,"",,,,,0,,,,,
26435,"The Problem of Pain","C.S. Lewis","Lewis, C.S.","",="0006280935",="9780006280934",0,"4.11","HarperOne","Paperback","176",,1940,,2012/01/15,"to-read, christian","to-read (#46), christian (#9)","to-read",,"",,,,,0,,,,,
56495,"The Purpose Driven Life: What on Earth Am I Here for?","Rick Warren","Warren, Rick","",="0310276993",="9780310276999",3,"3.84","Zondervan Publishing Company","Paperback","334",2007,2002,2004/03/01,2012/01/15,"christian","christian (#20)","read",,"",,,,,0,,,,,
77841,"Letters from a Skeptic: A Son Wrestles with His Father's Questions about Christianity","Gregory A. Boyd","Boyd, Gregory A.","Edward K. Boyd",="1564762440",="9781564762443",5,"3.99","David C. Cook","Hardcover","256",1993,1993,2003/11/01,2012/01/15,"christian","christian (#19)","read",,"",,,,,0,,,,,
214332,"The Case for Faith: A Journalist Investigates the Toughest Objections to Christianity","Lee Strobel","Strobel, Lee","",="0310234697",="9780310234692",3,"4.14","Zondervan Publishing Company","Paperback","304",2000,2000,2002/11/01,2012/01/15,"christian","christian (#18)","read","","","","","","",0,,,,,
38315,"Fooled by Randomness: The Hidden Role of Chance in Life and in the Markets","Nassim Nicholas Taleb","Taleb, Nassim Nicholas","",="0812975219",="9780812975215",0,"4.01","Random House Trade Paperbacks","Paperback","368",2005,2001,,2012/01/15,"to-read, economics-and-financial","to-read (#42), economics-and-financial (#2)","to-read",,"",,,,,0,,,,,
14017,"How to Have That Difficult Conversation You've Been Avoiding with your Spouse, Adult Child, Boss, Coworker, Best Friend, Parent, or Someone You're Dating","Henry Cloud","Cloud, Henry","John Townsend",="0310267145",="9780310267140",0,"4.09","Zondervan Publishing Company","Paperback","314",2005,2003,,2012/01/15,"to-read, psycology","to-read (#41), psycology (#17)","to-read",,"",,,,,0,,,,,
1696648,"Men, Women and the Mystery of Love: Practical Insights from John Paul II's Love and Responsibility","Edward Sri","Sri, Edward","",="0867168404",="9780867168402",0,"4.31","St. Anthony Messenger Press","Paperback","165",2007,2007,,2011/12/30,"to-read, christian, psycology","to-read (#40), christian (#5), psycology (#18)","to-read",,"",,,,,0,,,,,
401802,"Theology of the Body for Beginners: A Basic Introduction to Pope John Paul II's Sexual Revolution","Christopher West","West, Christopher","",="1932645349",="9781932645347",0,"4.20","Ascension Press","Paperback","164",2004,2003,,2011/12/30,"to-read, christian","to-read (#7), christian (#1)","to-read",,"",,,,,0,,,,,
313605,"Getting to Yes: Negotiating an Agreement Without Giving In","Roger Fisher","Fisher, Roger","William Ury, Bruce Patton",="0140157352",="9780140157352",5,"3.84","Penguin Books","Paperback","224",1991,1981,2012/02/01,2011/12/20,"best-business","best-business (#22)","read",,"",,,,,0,,,,,
774088,"Difficult Conversations: How to Discuss What Matters Most","Douglas Stone","Stone, Douglas","Sheila Heen, Bruce Patton",="014028852X",="9780140288520",4,"4.00","Penguin Books","Paperback","272",2000,1999,2012/01/01,2011/12/20,"friend-suggestion, best-business","friend-suggestion (#9), best-business (#21)","read",,"",,,,,0,,,,,
61329,"Crossing the Chasm: Marketing and Selling High-Tech Products to Mainstream Customers","Geoffrey A. Moore","Moore, Geoffrey A.","Regis McKenna",="0060517123",="9780060517120",0,"4.00","HarperBusiness","Paperback","211",2006,1991,,2011/12/08,"best-business, currently-reading","best-business (#1), currently-reading (#3)","currently-reading",,"",,,,,0,,,,,
10753429,"Manthropology: The Science of Why the Modern Male Is Not the Man He Used to Be","Peter Mcallister","Mcallister, Peter","",="",="",0,"3.36",,"Kindle Edition","336",,2010,,2011/10/30,"to-read, psycology","to-read (#39), psycology (#15)","to-read",,"",,,,,0,,,,,
8765372,"Is There Anything Good about Men?: How Cultures Flourish by Exploiting Men","Roy F. Baumeister","Baumeister, Roy F.","",="019537410X",="9780195374100",0,"3.69","Oxford University Press, USA","Hardcover","306",2010,2010,,2011/10/30,"to-read, psycology","to-read (#8), psycology (#14)","to-read",,"",,,,,0,,,,,
8731637,"SHED Your Stuff, Change Your Life","Julie Morgenstern","Morgenstern, Julie","",="1616871741",="9781616871741",3,"3.63","Simon & Schuster Adult Publishing Group","Paperback","288",2009,2008,2012/01/01,2011/10/29,"friend-suggestion","friend-suggestion (#8)","read",,"",,,,,0,,,,,
11104933,"Willpower: Rediscovering the Greatest Human Strength","Roy F. Baumeister","Baumeister, Roy F.","John Tierney",="1594203075",="9781594203077",4,"3.93","Penguin Press","Hardcover","291",2011,2011,2011/11/01,2011/10/29,"friend-suggestion","friend-suggestion (#7)","read",,"",,,,,0,,,,,
87665,"Orthodoxy","G.K. Chesterton","Chesterton, G.K.","",="160096527X",="9781600965272",0,"4.26","Waking Lion Press","Paperback","168",2008,1908,,2011/10/27,"to-read, christian","to-read (#34), christian (#3)","to-read",,"",,,,,0,,,,,
