Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
191139,"Oh, The Places You'll Go!","Dr. Seuss","Seuss, Dr.","",="0679805273",="9780679805274",5,"4.32","Random House Books for Young Readers","Hardcover","44",1990,1990,2013/03/01,2011/10/12,"best-business","best-business (#9)","read","The waiting place is so real, its scary. <br/><br/>This book proves you don't need a million words or 7 steps to relay a life truth and encourage someone to keep going when its hard. <br/><br/>Not waiting around for life to help you as well as sticking with something when its really hard are probably the real keys to success. They were just already taken by this kids book so the adult books had to invent other things to put on their lists. ","","","","","",0,,,,,
48019,"The Effective Executive: The Definitive Guide to Getting the Right Things Done","Peter F. Drucker","Drucker, Peter F.","",="0060833459",="9780060833459",0,"4.10","HarperBusiness","Paperback","208",2006,1966,,2011/10/12,"to-read, best-business","to-read (#33), best-business (#8)","to-read",,"",,,,,0,,,,,
4076,"In Search of Excellence: Lessons from America's Best-Run Companies","Tom Peters","Peters, Tom","Robert H. Waterman Jr.",="1861977166",="9781861977168",0,"3.90","Profile Books(GB)","Paperback","360",2007,1982,,2011/10/12,"to-read, best-business","to-read (#32), best-business (#7)","to-read",,"",,,,,0,,,,,
21343,"The Five Dysfunctions of a Team: A Leadership Fable","Patrick Lencioni","Lencioni, Patrick","",="0787960756",="9780787960759",0,"3.95","Jossey-Bass","Hardcover","227",2002,2002,,2011/10/12,"to-read, best-business","to-read (#31), best-business (#6)","to-read",,"",,,,,0,,,,,
815716,"The 21 Irrefutable Laws of Leadership","John C. Maxwell","Maxwell, John C.","",="0785274316",="9780785274315",0,"4.10","Thomas Nelson Publishers","Hardcover","256",1998,1998,,2011/10/12,"to-read, 14-leadership-from-andrew, best-business","to-read (#30), 14-leadership-from-andrew (#2), best-business (#5)","to-read",,"",,,,,0,,,,,
50937,"First, Break All the Rules: What the World's Greatest Managers Do Differently","Marcus Buckingham","Buckingham, Marcus","Curt Coffman",="0684852861",="9780684852867",0,"3.89","Simon & Schuster","Hardcover","272",1999,1998,,2011/10/12,"to-read, best-business","to-read (#29), best-business (#4)","to-read",,"",,,,,0,,,,,
763362,"The One Minute Manager","Kenneth H. Blanchard","Blanchard, Kenneth H.","Spencer Johnson",="0688014291",="9780688014292",0,"3.80","William Morrow","Hardcover","111",2003,1981,,2011/10/12,"to-read, 14-leadership-from-andrew","to-read (#28), 14-leadership-from-andrew (#5)","to-read",,"",,,,,0,,,,,
355697,"All Quiet on the Western Front","Erich Maria Remarque","Remarque, Erich Maria","A.W. Wheen",="0449213943",="9780449213940",3,"3.86","Ballantine","Mass Market Paperback","296",1987,1928,2000/02/01,2011/09/28,"highschool","highschool (#12)","read",,"",,,,,0,,,,,
12296,"The Scarlet Letter","Nathaniel Hawthorne","Hawthorne, Nathaniel","Thomas E. Connolly, Nina Baym",="0142437263",="9780142437261",2,"3.33","Penguin Books Ltd","Paperback","228",2002,1850,2001/01/01,2011/09/28,"highschool","highschool (#11)","read",,"",,,,,0,,,,,
5306,"Travels with Charley: In Search of America","John Steinbeck","Steinbeck, John","",="0142000701",="9780142000700",0,"4.05","Penguin","Paperback","214",2002,1961,,2011/09/28,"to-read, friends-have-read","to-read (#27), friends-have-read (#16)","to-read",,"",,,,,0,,,,,
23202,"The Last American Man","Elizabeth Gilbert","Gilbert, Elizabeth","",="0142002836",="9780142002834",5,"3.78","Riverhead Books","Paperback","271",2003,2002,2014/06/15,2011/09/28,"friends-have-read, adventure-non-fiction","friends-have-read (#15), adventure-non-fiction (#2)","read",,"",,,,,0,,,,,
44360,"Sex God: Exploring the Endless Connections Between Sexuality and Spirituality","Rob Bell","Bell, Rob","",="0310263468",="9780310263463",0,"3.83","Zondervan Publishing Company","Hardcover","201",2007,2007,,2011/09/28,"to-read, christian","to-read (#26), christian (#2)","to-read",,"",,,,,0,,,,,
4588,"Extremely Loud and Incredibly Close","Jonathan Safran Foer","Foer, Jonathan Safran","",="0618711651",="9780618711659",0,"3.97","Mariner Books","Paperback","326",2006,2005,,2011/09/28,"to-read, friends-have-read","to-read (#25), friends-have-read (#14)","to-read",,"",,,,,0,,,,,
6346975,"Moonwalking with Einstein: The Art and Science of Remembering Everything","Joshua Foer","Foer, Joshua","",="159420229X",="9781594202292",4,"3.81","Penguin Press HC, The","Hardcover","307",2011,2011,2011/04/01,2011/09/28,"friend-suggestion","friend-suggestion (#5)","read","","","","","","",0,,,,,
3363618,"The Art of Public Speaking","Dale Carnegie","Carnegie, Dale","",="1602069379",="9781602069374",0,"3.86","Cosimo Classics","Hardcover","528",2007,1905,,2011/09/28,"to-read, best-business","to-read (#24), best-business (#10)","to-read",,"",,,,,0,,,,,
24583,"The Adventures of Tom Sawyer","Mark Twain","Twain, Mark","Guy Cardwell, John Seelye",="0143039563",="9780143039563",3,"3.87","Penguin Classics","Paperback","225",2006,1876,2014/04/07,2011/09/28,"adventure-fiction","adventure-fiction (#1)","read",,"",,,,,0,,,,,
9744815,"Succeed: How We Can Reach Our Goals","Heidi Grant Halvorson","Halvorson, Heidi Grant","",="1594630739",="9781594630736",5,"4.20","Hudson Street Press","Hardcover","288",2010,2010,2011/10/01,2011/09/28,"psycology, friend-suggestion","psycology (#7), friend-suggestion (#6)","read",,"",,,,,0,,,,,
77203,"The Kite Runner","Khaled Hosseini","Hosseini, Khaled","",="1594480001",="9781594480003",0,"4.22","Penguin Berkley Publishing Group Riverhead Books","Paperback","371",2004,2002,,2011/09/28,"to-read, friends-have-read","to-read (#23), friends-have-read (#13)","to-read",,"",,,,,0,,,,,
4406,"East of Eden","John Steinbeck","Steinbeck, John","",="0142000655",="9780142000656",0,"4.32","Penguin Books","Paperback","601",2002,1952,,2011/09/28,"to-read, friends-have-read","to-read (#22), friends-have-read (#12)","to-read",,"",,,,,0,,,,,
2956,"The Adventures of Huckleberry Finn","Mark Twain","Twain, Mark","John Seelye, Guy Cardwell",="0142437174",="9780142437179",4,"3.78","Penguin Classics","Paperback","327",2002,1884,2011/05/01,2011/09/28,"adventure-fiction, time-greatest-novels","adventure-fiction (#11), time-greatest-novels (#5)","read",,"",,,,,0,,,,,
1885,"Pride and Prejudice","Jane Austen","Austen, Jane","Anna Quindlen",="0679783261",="9780679783268",0,"4.23","Modern Library","Paperback","279",2000,1813,,2011/09/28,"to-read, friends-have-read","to-read (#21), friends-have-read (#11)","to-read",,"",,,,,0,,,,,
5907,"The Hobbit (Middle-Earth Universe)","J.R.R. Tolkien","Tolkien, J.R.R.","",="0618260307",="9780618260300",5,"4.21","Houghton Mifflin","Paperback","366",2002,1937,2014/05/05,2011/09/28,"adventure-fiction","adventure-fiction (#10)","read",,"",,,,,0,,,,,
18135,"Romeo and Juliet","William Shakespeare","Shakespeare, William","",="0743477111",="9780743477116",4,"3.72","Washington Square Press","Mass Market Paperback","283",2004,1597,,2011/09/28,"friends-have-read","friends-have-read (#10)","read",,"",,,,,0,,,,,
30633,"The Four Loves","C.S. Lewis","Lewis, C.S.","",="0006280897",="9780006280897",0,"4.14","HarperCollins Publishers Ltd","Paperback","170",2002,1960,,2011/09/28,"to-read, christian","to-read (#43), christian (#6)","to-read",,"",,,,,0,,,,,
2657,"To Kill a Mockingbird","Harper Lee","Lee, Harper","",="0061120081",="9780061120084",3,"4.23","Harper Perennial Modern Classics","Paperback","324",2006,1960,2003/02/01,2011/09/28,"highschool","highschool (#10)","read",,"",,,,,0,,,,,
175106,"No Man Is an Island","Thomas Merton","Merton, Thomas","",="0760738351",="9780760738351",4,"4.21","Barnes & Noble Books","Hardcover","264",2003,1955,2010/07/01,2011/09/28,"christian","christian (#17)","read",,"",,,,,0,,,,,
17343,"Till We Have Faces","C.S. Lewis","Lewis, C.S.","",="0156904365",="9780156904360",0,"4.17","Harcourt Paperbacks","Paperback","313",2006,1956,,2011/09/28,"to-read, friends-have-read","to-read (#20), friends-have-read (#9)","to-read",,"",,,,,0,,,,,
2696,"The Canterbury Tales","Geoffrey Chaucer","Chaucer, Geoffrey","Nevill Coghill",="0140424385",="9780140424386",2,"3.47","Penguin Classics","Paperback","504",2003,1390,2001/02/01,2011/09/28,"highschool","highschool (#9)","read",,"",,,,,0,,,,,
24280,"Les Misérables","Victor Hugo","Hugo, Victor","Lee Fahnestock, Norman MacAfee",="0451525264",="9780451525260",0,"4.11","Signet Classics","Mass Market Paperback","1463",1987,1862,,2011/09/28,"to-read, friends-have-read","to-read (#19), friends-have-read (#8)","to-read",,"",,,,,0,,,,,
7613,"Animal Farm","George Orwell","Orwell, George","",="0452284244",="9780452284241",0,"3.81","Plume","Paperback","152",2003,1945,,2011/09/28,"to-read, friends-have-read","to-read (#18), friends-have-read (#7)","to-read",,"",,,,,0,,,,,
5470,"1984","George Orwell","Orwell, George","Erich Fromm",="0451524934",="9780451524935",3,"4.10","Signet","Paperback","326",1950,1949,2014/09/13,2011/09/28,"friends-have-read, classic","friends-have-read (#6), classic (#2)","read",,"",,,,,0,,,,,
19501,"Eat, Pray, Love","Elizabeth Gilbert","Gilbert, Elizabeth","",="0143038419",="9780143038412",0,"3.45","Riverhead Books","Paperback","331",2007,2006,,2011/09/28,"friends-have-read, to-read","friends-have-read (#5), to-read (#69)","to-read",,"",,,,,0,,,,,
9532,"Ender's Shadow (Ender's Shadow, #1)","Orson Scott Card","Card, Orson Scott","",="0765342405",="9780765342409",3,"4.28","Starscape","Paperback","469",2002,1998,2010/08/01,2011/09/28,"sci-fi","sci-fi (#3)","read",,"",,,,,0,,,,,
5129,"Brave New World","Aldous Huxley","Huxley, Aldous","",="0060929871",="9780060929879",4,"3.94","Harper Perennial","Paperback","268",1998,1932,2013/03/01,2011/09/28,"highschool","highschool (#8)","read","","","","","","",0,,,,,
1618,"The Curious Incident of the Dog in the Night-Time","Mark Haddon","Haddon, Mark","",="1400032717",="9781400032716",4,"3.83","Vintage","Paperback","226",2004,2000,2000/04/01,2011/09/28,"psycology, highschool","psycology (#6), highschool (#7)","read",,"",,,,,0,,,,,
7214,"Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality","Donald Miller","Miller, Donald","",="0785263705",="9780785263708",1,"3.93","Nelson Books","Paperback","243",2003,2002,2006/07/01,2011/09/28,"christian","christian (#16)","read",,"",,,,,0,,,,,
48758,"Boy Meets Girl: Say Hello to Courtship","Joshua Harris","Harris, Joshua","",="1590521676",="9781590521670",0,"3.79","Multnomah Books","Paperback","227",2005,2000,,2011/09/28,"to-read, friends-have-read","to-read (#5), friends-have-read (#4)","to-read",,"",,,,,0,,,,,
875512,"Three Cups of Tea: One Man's Mission to Promote Peace . . . One School at a Time","Greg Mortenson","Mortenson, Greg","David Oliver Relin, Patrick G. Lawlor",="1400102510",="9781400102518",0,"3.63","Tantor Media","Audio CD","14",2006,2006,,2011/09/28,"to-read, friends-have-read","to-read (#16), friends-have-read (#2)","to-read",,"",,,,,0,,,,,
174834,"The Cost of Discipleship","Dietrich Bonhoeffer","Bonhoeffer, Dietrich","",="0684815001",="9780684815008",0,"4.35","Touchstone","Paperback","320",1995,1937,,2011/09/28,"to-read, christian, friend-suggestion, friends-have-read","to-read (#35), christian (#4), friend-suggestion (#2), friends-have-read (#18)","to-read",,"",,,,,0,,,,,
26329,"Emotional Intelligence: Why It Can Matter More Than IQ","Daniel Goleman","Goleman, Daniel","",="055380491X",="9780553804911",0,"3.96","Bantam","Hardcover","384",2006,1995,,2011/09/28,"to-read, psycology","to-read (#15), psycology (#4)","to-read",,"",,,,,0,,,,,
1078,"The Good Earth (House of Earth, #1)","Pearl S. Buck","Buck, Pearl S.","",="1416500189",="9781416500186",1,"3.95","Simon & Schuster","Paperback","418",2005,1931,2001/03/01,2011/09/28,"highschool, classic","highschool (#6), classic (#1)","read",,"",,,,,0,,,,,
1845,"Into the Wild","Jon Krakauer","Krakauer, Jon","",="0385486804",="9780385486804",2,"3.90","Anchor","Paperback","207",1997,1996,2010/09/01,2011/09/28,"friends-have-read","friends-have-read (#32)","read","This book is certainly well written.  My biggest problem with it is that Krakauer almost glamorizes Chris's immature romanticization of living in the wild. It is a tragedy and the final outcome is not an adventure we would want to follow but the whole rest of the book leaves you with a little bit of longing to live the story. Even the title of 'Into the Wild' is enticing. It should be called 'Alone and Ignorant'<br/><br/>So many people love this book and point to it and Chris as an example of an adventurer and free spirit. The real story is dropped relationships and a fear of facing his issues.  He is not seeking adventure or appreciating the wilderness. He is running away from dealing with his family and own problems. He is an unhealthy person.  I would suggest something from Edward Abbey for a more intelligent and thoughtful perspective on 'the wild'.  ","","","","","",0,,,,,
520579,"Wild at Heart","John Eldredge","Eldredge, John","",="078522663X",="9780785226635",5,"3.90","Thomas Nelson","Mass Market","",1977,1977,2004/03/01,2011/09/28,"christian, psycology","christian (#15), psycology (#21)","read",,"",,,,,0,,,,,
7624,"Lord of the Flies","William Golding","Golding, William","",="0140283331",="9780140283334",4,"3.61","Penguin Books ","Paperback","182",1999,1954,2014/06/10,2011/09/28,"highschool","highschool (#5)","read",,"",,,,,0,,,,,
4671,"The Great Gatsby","F. Scott Fitzgerald","Fitzgerald, F. Scott","",="0743273567",="9780743273565",2,"3.85","Scribner","Paperback","180",2004,1925,2002/04/01,2011/09/28,"highschool","highschool (#4)","read",,"",,,,,0,,,,,
37781,"Things Fall Apart (The African Trilogy, #1)","Chinua Achebe","Achebe, Chinua","",="0385474547",="9780385474542",1,"3.57","Anchor Books","Paperback","209",1994,1958,1999/04/01,2011/09/28,"highschool","highschool (#3)","read",,"",,,,,0,,,,,
479798,"The Great Divorce","C.S. Lewis","Lewis, C.S.","",="0060652950",="9780060652951",5,"4.27","HarperOne","Paperback","146",2009,1945,2008/01/01,2011/09/28,"christian","christian (#14)","read","","","","2","","",0,,,,,
375802,"Ender's Game (The Ender Quintet, #1)","Orson Scott Card","Card, Orson Scott","",="0812550706",="9780812550702",5,"4.28","Tor Science Fiction","Paperback","342",1994,1985,2010/04/02,2011/09/28,"sci-fi","sci-fi (#2)","read",,"",,,,,0,,,,,
4395,"The Grapes of Wrath","John Steinbeck","Steinbeck, John","",="0142000663",="9780142000663",2,"3.88","Penguin Books","Paperback","455",2002,1939,2001/05/01,2011/09/28,"highschool","highschool (#2)","read",,"",,,,,0,,,,,
11137,"Mere Christianity","C.S. Lewis","Lewis, C.S.","Kathleen Norris",="0060652926",="9780060652920",5,"4.29","HarperOne","Paperback","227",2009,1943,2015/04/05,2011/09/28,"christian","christian (#7)","read","This book was not at all what I thought it would be. I expected complicated theology. But it was easy to follow and wonderfully descript, with many useful analogies. It opened my mind and gave me hope.","","","","","",0,,,,,
480236,"The Screwtape Letters","C.S. Lewis","Lewis, C.S.","",="0060652934",="9780060652937",5,"4.19","HarperOne","Paperback","209",2009,1942,2008/01/01,2011/09/28,"christian","christian (#13)","read",,"",,,,,0,,,,,
1953,"A Tale of Two Cities","Charles Dickens","Dickens, Charles","Richard Maxwell, Hablot Knight Browne",="0141439602",="9780141439600",4,"3.77","Penguin Classics","Paperback","489",2003,1859,2000/04/01,2011/09/28,"highschool","highschool (#1)","read",,"",,,,,0,,,,,
40698,"Of Mice and Men","John Steinbeck","Steinbeck, John","",="",="9780140177398",0,"3.80","Penguin Books","Mass Market Paperback","107",1993,1937,,2011/09/28,"to-read, friends-have-read","to-read (#36), friends-have-read (#17)","to-read",,"",,,,,0,,,,,
37449,"To Kill a Mockingbird","Harper Lee","Lee, Harper","",="",="9781439550410",0,"4.23","Grand Central Publishing (Hachette Book Group)","Hardcover","376",1982,1960,,2011/09/28,"to-read, friends-have-read","to-read (#44), friends-have-read (#21)","to-read",,"",,,,,0,,,,,
64023,"Celebration of Discipline: The Path to Spiritual Growth","Richard J. Foster","Foster, Richard J.","",="0060628391",="9780060628390",0,"4.18","HarperOne","Hardcover","256",2002,1978,,2011/09/28,"to-read, friends-have-read","to-read (#17), friends-have-read (#3)","to-read",,"",,,,,0,,,,,
9522869,"The Language of Science and Faith: Straight Answers to Genuine Questions","Karl W. Giberson","Giberson, Karl W.","Francis S. Collins",="0830838295",="9780830838295",0,"3.89","IVP Books","Hardcover","250",2011,2011,,2011/09/28,"to-read, friends-have-read","to-read (#37), friends-have-read (#19)","to-read",,"",,,,,0,,,,,
7489,"The Optimistic Child","Martin E.P. Seligman","Seligman, Martin E.P.","",="0060977094",="9780060977092",0,"3.92","ReganBooks","Paperback","336",1996,1995,,2011/09/28,"to-read, friends-have-read","to-read (#38), friends-have-read (#20)","to-read","","","","","","",0,,,,,
368593,"The 4-Hour Workweek","Timothy Ferriss","Ferriss, Timothy","",="0307353133",="9780307353139",5,"3.77","Harmony","Hardcover","308",2007,2007,2011/10/01,2011/09/28,"best-business","best-business (#20)","read",,"",,,,,0,,,,,
2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)","J.K. Rowling","Rowling, J.K.","Mary GrandPré",="0439358078",="9780439358071",5,"4.42","Scholastic","Paperback","870",2004,2003,2004/06/01,2011/04/06,"adventure-fiction","adventure-fiction (#9)","read",,"",,,,,0,,,,,
1,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)","J.K. Rowling","Rowling, J.K.","Mary GrandPré",="0439785960",="9780439785969",4,"4.49","Scholastic","Paperback","652",2006,2005,2007/09/01,2011/04/06,"adventure-fiction","adventure-fiction (#8)","read",,"",,,,,0,,,,,
6,"Harry Potter and the Goblet of Fire (Harry Potter, #4)","J.K. Rowling","Rowling, J.K.","Mary GrandPré",="0439139600",="9780439139601",5,"4.48","Scholastic","Paperback","734",2002,2000,2002/08/01,2011/04/06,"adventure-fiction","adventure-fiction (#7)","read",,"",,,,,0,,,,,
5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)","J.K. Rowling","Rowling, J.K.","Mary GrandPré",="043965548X",="9780439655484",5,"4.48","Scholastic","Mass Market Paperback","435",2004,1999,2002/06/01,2011/04/06,"adventure-fiction","adventure-fiction (#6)","read",,"",,,,,0,,,,,
15881,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)","J.K. Rowling","Rowling, J.K.","Mary GrandPré",="0439064864",="9780439064866",4,"4.31","Arthur A. Levine Books","Hardcover","341",1999,1998,2002/02/01,2011/04/06,"adventure-fiction","adventure-fiction (#5)","read",,"",,,,,0,,,,,
136251,"Harry Potter and the Deathly Hallows (Harry Potter, #7)","J.K. Rowling","Rowling, J.K.","Mary GrandPré",="0545010225",="9780545010221",4,"4.58","Arthur A. Levine Books","Hardcover","759",2007,2007,2009/03/01,2011/04/06,"adventure-fiction","adventure-fiction (#4)","read",,"",,,,,0,,,,,
3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)","J.K. Rowling","Rowling, J.K.","Mary GrandPré",="0439554934",="9780439554930",4,"4.39","Scholastic","Hardcover","310",2003,1997,2002/01/01,2011/04/06,"adventure-fiction","adventure-fiction (#3)","read",,"",,,,,0,,,,,
1852,"The Call of the Wild","Jack London","London, Jack","",="0439227143",="9780439227148",5,"3.78","Scholastic","Paperback","172",2001,1899,2010/04/03,2011/04/02,"adventure-fiction","adventure-fiction (#2)","read","This book is great. The over all story is exciting and adventurous.  There are just a few slow parts.  I love the character development of Buck (even though he is a dog).  He becomes smarter, more aware, and more dangerous.  This book makes the adventurous side of me rise to the top a bit and that is partly why I like it so much.  On the flip side I really dis-like the counter story of white fang, where a wild wolf becomes a house dog, not because the writing is not good but just the principle of the story. ","","","","","",0,,,,,
685401,"Permission Marketing: Turning Strangers Into Friends And Friends Into Customers","Seth Godin","Godin, Seth","",="0684856360",="9780684856360",0,"3.94","Simon & Schuster","Hardcover","256",1999,1999,,2011/04/02,"to-read, best-business","to-read (#14), best-business (#27)","to-read",,"",,,,,0,,,,,
160830,"All Marketers Are Liars: The Power of Telling Authentic Stories in a Low-Trust World","Seth Godin","Godin, Seth","",="1591841003",="9781591841005",0,"3.87","Portfolio Hardcover","Hardcover","208",2005,2005,,2011/04/02,"to-read, best-business","to-read (#13), best-business (#26)","to-read",,"",,,,,0,,,,,
7155145,"Linchpin: Are You Indispensable?","Seth Godin","Godin, Seth","",="1591843162",="9781591843160",0,"3.87","Portfolio","Hardcover","244",2010,2010,,2011/04/02,"to-read, best-business","to-read (#12), best-business (#25)","to-read",,"",,,,,0,,,,,
8930436,"The Omnivore's Dilemma","Michael Pollan","Pollan, Michael","",="1408812185",="9781408812181",0,"4.16","Bloomsbury UK","Paperback","450",2011,2006,,2011/03/28,"to-read, friends-have-read","to-read (#11), friends-have-read (#1)","to-read",,"",,,,,0,,,,,
6402364,"SuperFreakonomics: Global Cooling, Patriotic Prostitutes And Why Suicide Bombers Should Buy Life Insurance","Steven D. Levitt","Levitt, Steven D.","Stephen J. Dubner",="0060889578",="9780060889579",0,"3.90","William Morrow","Hardcover","270",2009,2009,,2011/03/28,"to-read, economics-and-financial","to-read (#10), economics-and-financial (#4)","to-read",,"",,,,,0,,,,,
2140,"Blink: The Power of Thinking Without Thinking","Malcolm Gladwell","Gladwell, Malcolm","",="0316172324",="9780316172325",4,"3.84","Little, Brown and Company","Hardcover","254",2005,2001,2012/03/01,2011/03/28,"psycology","psycology (#20)","read",,"",,,,,0,,,,,
1202,"Freakonomics: A Rogue Economist Explores the Hidden Side of Everything (Freakonomics, #1)","Steven D. Levitt","Levitt, Steven D.","Stephen J. Dubner",="0061234001",="9780061234002",0,"3.89","William Morrow","Hardcover","320",2006,2001,,2011/03/28,"to-read, economics-and-financial, psycology","to-read (#9), economics-and-financial (#3), psycology (#5)","to-read",,"",,,,,0,,,,,
2612,"The Tipping Point: How Little Things Can Make a Big Difference","Malcolm Gladwell","Gladwell, Malcolm","",="0316346624",="9780316346627",5,"3.85","Back Bay Books","Paperback","304",2002,2000,2011/04/01,2011/03/28,"psycology","psycology (#3)","read",,"",,,,,0,,,,,
6667514,"The Checklist Manifesto: How to Get Things Right","Atul Gawande","Gawande, Atul","",="0805091742",="9780805091748",2,"3.99","Metropolitan Books","Hardcover","208",2009,2009,2012/07/01,2011/03/28,"friend-suggestion","friend-suggestion (#1)","read","Didn't finish. It seemed to go on and on about how useful checklists are as a doctor and how they are used in other professions. Got it, I will make some checklist for mundane tasks like grabbing all my backcountry ski gear before going on a trip. Don't want to forget the beacon or skins.  <br/><br/>I know they are useful and can help us not forget things that will matter later.  I'd rather learn better strategies and tools for being productive at work. I though the conclusions of this book were so simple that it does not need to be a book, maybe a blog post. I have seen similar reviews on amazon. ","","","","","",0,,,,,
905092,"The Millionaire Mind","Thomas J. Stanley","Stanley, Thomas J.","",="0740718584",="9780740718588",0,"4.10","Andrews McMeel Publishing","Paperback","416",2001,2006,,2011/03/28,"best-business, economics-and-financial, to-read","best-business (#3), economics-and-financial (#1), to-read (#103)","to-read",,"",,,,,0,,,,,
84699,"Never Eat Alone: And Other Secrets to Success, One Relationship at a Time","Keith Ferrazzi","Ferrazzi, Keith","",="0385512058",="9780385512053",3,"3.74","Crown Business","Hardcover","309",2005,2005,2011/05/01,2011/03/28,"friend-suggestion, best-business","friend-suggestion (#4), best-business (#19)","read",,"",,,,,0,,,,,
641604,"Purple Cow: Transform Your Business by Being Remarkable","Seth Godin","Godin, Seth","",="159184021X",="9781591840213",3,"3.85","Portfolio Hardcover","Hardcover","160",2003,2002,2011/06/01,2011/03/28,"best-business","best-business (#18)","read",,"",,,,,0,,,,,
1633,"Getting Things Done: The Art of Stress-Free Productivity","David Allen","Allen, David","",="0142000280",="9780142000281",4,"3.95","Penguin Books","Paperback","267",2002,2001,2012/01/01,2011/03/28,"best-business","best-business (#17)","read","","","","","","",0,,,,,
28815,"Influence: The Psychology of Persuasion","Robert B. Cialdini","Cialdini, Robert B.","",="006124189X",="9780061241895",0,"4.12","HarperBusiness","Paperback","320",2006,1984,,2011/03/28,"best-business, psycology, to-read","best-business (#2), psycology (#1), to-read (#91)","to-read",,"",,,,,0,,,,,
76865,"Good to Great: Why Some Companies Make the Leap... and Others Don't","James C. Collins","Collins, James C.","",="0066620996",="9780066620992",5,"4.00","HarperBusiness","Hardcover","320",2001,2001,2011/09/01,2011/03/28,"14-leadership-from-andrew, best-business","14-leadership-from-andrew (#3), best-business (#16)","read","","","","","","",0,,,,,
1005,"Think and Grow Rich","Napoleon Hill","Hill, Napoleon","",="1585424331",="9781585424337",1,"4.12","Tarcher","Paperback","320",2005,1938,2011/10/01,2011/03/28,"best-business","best-business (#15)","read",,"",,,,,0,,,,,
324748,"The Dip: A Little Book That Teaches You When to Quit (and When to Stick)","Seth Godin","Godin, Seth","",="1591841666",="9781591841661",4,"3.80","Portfolio","Hardcover","80",2007,2007,2011/04/01,2011/03/28,"best-business","best-business (#14)","read",,"",,,,,0,,,,,
6486483,"Emotional Intelligence 2.0","Travis Bradberry","Bradberry, Travis","Jean Greaves, Patrick Lencioni",="0974320625",="9780974320625",3,"3.76","TalentSmart","Hardcover","255",2009,2003,2011/09/01,2011/03/28,"best-business, psycology","best-business (#13), psycology (#19)","read",,"",,,,,0,,,,,
36072,"The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change","Stephen R. Covey","Covey, Stephen R.","",="0743269519",="9780743269513",5,"3.96","Free Press","Paperback","372",2004,1989,2011/05/01,2011/03/28,"best-business","best-business (#12)","read","","","","","","",0,,,,,
4865,"How to Win Friends and Influence People","Dale Carnegie","Carnegie, Dale","",="0671027034",="9780671027032",5,"4.06","Gallery Books","Paperback","288",1998,1936,2011/01/01,2011/03/28,"best-business","best-business (#11)","read","","","","","","",0,,,,,
3228917,"Outliers: The Story of Success","Malcolm Gladwell","Gladwell, Malcolm","",="0316017922",="9780316017923",5,"4.07","Little, Brown and Company","Hardcover","309",2008,2008,2011/03/01,2011/03/28,"psycology","psycology (#2)","read","Great book. Add more summary later<br/>","","","","","",0,,,,,

